1687340199732,74.0
1687340208027,78.0
1687340208122,80.0
1687340311998,86.0
1687340391057,81.0
1687340391939,80.0
1687340394535,81.0
1687340395744,79.0
1687340397134,83.0
1687340399735,82.0
1687340400936,80.0
1687340402145,82.0
1687340403531,81.0
1687340404738,80.0
1687340406127,82.0
1687340407338,80.0
1687340408534,83.0
1687340409928,85.0
1687340434083,86.0
1687340434135,83.0
1687340435533,82.0
1687340438123,79.0
1687340439329,75.0
1687340441928,73.0
1687340443129,72.0
1687340444528,71.0
1687340448330,74.0
1687340455923,78.0
1687340457332,79.0
1687340458524,74.0
1687340459730,76.0
1687340461121,75.0
1687340462323,79.0
1687340463728,80.0
1687340466126,81.0
1687340467519,82.0
1687340470120,83.0
1687340471319,81.0
1687340472534,82.0
1687340475120,80.0
1687340476516,78.0
1687340477724,79.0
1687340478924,80.0
1687340482913,81.0
1687340484117,80.0
1687340489319,83.0
1687340490516,84.0
1687340491723,87.0
1687340494320,85.0
1687340496910,86.0
1687340498112,84.0
1687340499509,85.0
1687340500718,86.0
1687340503309,85.0
1687340508505,86.0
1687340509714,85.0
1687340512307,86.0
1687340514903,87.0
1687340517307,88.0
1687340519903,89.0
1687340521304,88.0
1687340523710,89.0
1687340525101,88.0
1687340526301,84.0
1687340527705,81.0
1687340528900,83.0
1687340530106,78.0
1687340532705,80.0
1687340534102,79.0
1687340535299,81.0
1687340536499,83.0
1687340537896,81.0
1687340539097,82.0
1687340540496,80.0
1687340544294,82.0
1687340546892,85.0
1687340549300,83.0
1687340550698,85.0
1687340551897,88.0
1687340554491,90.0
1687340555701,93.0
1687340557091,92.0
1687340558298,93.0
1687340559693,90.0
1687340560891,88.0
1687340564704,89.0
1687340566086,90.0
1687340567289,91.0
1687340568490,88.0
1687340569886,89.0
1687340571088,87.0
1687340572484,86.0
1687340573696,85.0
1687340574889,87.0
1687340576285,86.0
1687340580087,85.0
1687340581287,87.0
1687340582687,86.0
1687340583887,85.0
1687340586489,87.0
1687340587690,85.0
1687340590285,86.0
1687340591685,82.0
1687340592884,83.0
1687340594083,81.0
1687340598078,83.0
1687340599282,82.0
1687340600483,85.0
1687340601884,86.0
1687340603078,84.0
1687340627607,71.0
1687340628672,70.0
1687340630066,69.0
1687340631270,68.0
1687340633868,67.0
1687340638872,68.0
1687340640265,67.0
1687340641470,68.0
1687340642863,69.0
1687340645276,68.0
1687340646667,70.0
1687340647864,69.0
1687340649262,71.0
1687340650466,75.0
1687340651677,78.0
1687340653062,81.0
1687340654266,84.0
1687340655665,85.0
1687340656866,86.0
1687340658065,83.0
1687340659460,82.0
1687340660664,83.0
1687340664458,85.0
1687340667074,84.0
1687340668457,83.0
1687340672258,86.0
1687340673456,84.0
1687340676058,83.0
1687340677254,82.0
1687340678656,81.0
1687340681260,82.0
1687340686250,80.0
1687340687653,81.0
1687340688858,82.0
1687340690052,80.0
1687340691447,81.0
1687340697852,95.0
1687340699049,86.0
1687340700444,87.0
1687340701643,88.0
1687340702855,84.0
1687340704238,87.0
1687340705442,90.0
1687340706848,92.0
1687340708041,93.0
1687340709248,94.0
1687340713237,95.0
1687340714438,94.0
1687340717033,92.0
1687340718246,91.0
1687340719634,83.0
1687340724640,82.0
1687340726032,79.0
1687340727243,78.0
1687340728435,77.0
1687340729837,78.0
1687340731041,79.0
1687340732429,80.0
1687340734842,81.0
1687340737431,79.0
1687340740036,80.0
1687340741227,81.0
1687340743835,83.0
1687340747625,82.0
1687340749026,80.0
1687340752832,79.0
